student_id,session_id,activity_type,activity_score,response_time,mistakes_count,feedback_rating,audio_features,writing_features,interaction_duration,device_type,timestamp,environment_temp,environment_noise_level,performance_category
61,ba2cd9df-e37f-4b40-9575-9811433786bc,writing,85.83,6.08,4,3,"[0.20795764755787283, 0.38085764018681856, 0.8221564274982692, 0.8752762414859657, 0.22357002944401322]","[95.23867523987246, 32.88226178486093, 66.231373873072]",46.35,smartboard,2024-09-16 20:11:42,24.06,58.37,1
98,2759f53b-99ec-4369-86ed-e1447d93f2b4,reading,72.52,8.87,3,2,"[0.21851821309258634, 0.7345368157182335, 0.7677799565625872, 0.7099509170811884, 0.32708326252163766]","[87.30431470152034, 16.8858463370395, 5.363479152083084]",44.46,tablet,2024-05-21 12:08:01,22.38,55.47,0
89,2265df0f-bbde-4d5f-8113-6b683c003c87,reading,75.34,3.35,2,4,"[0.8527979732228828, 0.5940186684760645, 0.27027621315131944, 0.7483455987278012, 0.5600022746405505]","[60.431298224031984, 46.089833820658185, 82.87089838180064]",50.63,tablet,2024-01-26 20:55:52,23.55,33.16,0
25,e834c3c7-d903-4796-bde1-96c0c002b52a,listening,93.55,7.37,5,4,"[0.7273217494038695, 0.42668455636348446, 0.891351600541306, 0.7528344402113717, 0.201331419876275]","[40.77780344061627, 88.63803619601417, 4.719670169737899]",57.88,smartboard,2024-01-27 14:11:47,23.4,48.94,1
87,e438ecb0-ce65-4e56-a12a-d4d266109eac,reading,70.82,3.99,1,4,"[0.9478523975397359, 0.3684452088107105, 0.7979547670470994, 0.45380961838637124, 0.22532866370623358]","[1.071529769535895, 54.42573370152508, 97.57788185489326]",25.3,smartboard,2024-10-01 04:47:20,21.79,40.32,0
6,013d5119-2460-44e5-8a29-3f19c8e2dacd,reading,80.82,5.53,3,5,"[0.891923164054313, 0.5549687125511413, 0.5569820543697119, 0.22453443524850095, 0.9844655868193474]","[24.99728908688297, 7.336406745960266, 66.31462489752089]",37.75,tablet,2024-06-22 21:20:22,22.08,42.67,0
67,7f58d9ba-90b8-49a3-a2b3-8ea916932323,writing,91.4,3.57,1,5,"[0.8382279870504008, 0.6838724025055163, 0.47707279640157196, 0.5122257549254817, 0.33098248646748624]","[75.21143326969748, 51.287474230526776, 32.08545427498436]",37.78,tablet,2024-01-06 05:03:21,24.98,43.06,1
46,df224833-82c0-4515-a9ff-5466df3076a9,speaking,96.83,4.76,2,1,"[0.1492594362324873, 0.283817895731586, 0.47682562899491576, 0.2976714357351121, 0.10020433439642999]","[91.50015377475272, 84.3879411230929, 74.22922314869471]",14.23,smartboard,2024-11-08 04:19:16,20.6,32.03,1
94,5a1eea8e-d01c-430b-8791-bbfaedff2e5e,listening,88.96,9.43,2,4,"[0.48748223882173336, 0.20722660479644334, 0.561153538658896, 0.4139487167127671, 0.437342431914998]","[62.13306241557073, 71.87181132622024, 11.060359887316086]",6.96,tablet,2024-04-01 14:40:56,24.97,36.98,1
68,10c9c7f0-1df9-4f7b-b9d4-759393e39fa4,listening,62.15,3.52,2,4,"[0.13506206171361781, 0.4526298051554545, 0.8221616060061918, 0.40712000478194854, 0.49976506619052996]","[67.55867735674389, 50.889407006988016, 86.14456860213242]",52.63,smartboard,2024-10-14 18:58:27,20.05,53.34,0
1,a0598158-63a0-4920-a798-22a15e534582,writing,78.43,9.91,4,4,"[0.5349088682878916, 0.9882063508494677, 0.7791124250851629, 0.3237443961519757, 0.584555481358262]","[99.21356394785828, 85.75306077519237, 9.73668937912211]",43.85,tablet,2024-02-23 09:22:00,21.73,30.21,0
25,5bb20db0-f397-4e97-8563-4e633b1c8597,writing,76.14,3.88,2,4,"[0.8369823434684244, 0.40359754796118896, 0.8447713245584354, 0.10053814495131579, 0.3770372350235073]","[24.116521430776196, 23.3567361068611, 6.81866197654627]",15.29,tablet,2024-09-02 19:52:57,22.78,38.74,0
62,6a149e47-082a-4572-98e8-a0bda21cc5c2,writing,76.7,5.01,5,1,"[0.8883144324999052, 0.9147690991094639, 0.543661274490274, 0.397140355284044, 0.19612063360212728]","[95.3402879382095, 6.022694490029745, 29.765027756828044]",21.39,wearable,2024-03-08 14:52:34,21.6,34.93,0
34,3371db90-e5d4-476a-bfb5-9526d3c71d13,speaking,91.33,2.98,0,2,"[0.6714159932378465, 0.2114614240352357, 0.16348207383366092, 0.9184865533172888, 0.2711158896868351]","[82.12501545597043, 54.46308711071358, 7.78565196087696]",57.55,wearable,2024-11-10 17:21:54,21.23,55.79,1
21,cb821717-d759-4754-87a7-4221823334ce,listening,66.75,8.83,3,5,"[0.11190593161476459, 0.5606024109125326, 0.7924983214794011, 0.941315965743505, 0.9182819225858383]","[81.96248695476449, 88.8191349661304, 19.92196858370765]",20.63,smartboard,2024-11-16 00:34:36,21.44,41.31,0
46,593cc804-bcff-4ab9-a4c1-df88999f42ec,writing,75.73,6.36,0,2,"[0.24389178702979725, 0.7221219974073904, 0.25080988537405585, 0.37927763389409275, 0.5530106175455387]","[79.64405615234773, 73.94692332387272, 64.55343564105223]",13.57,smartboard,2024-04-28 05:56:05,22.74,32.62,0
13,8155aef8-4c11-4555-99c7-215655cc5c01,speaking,75.09,5.31,3,3,"[0.13583029550117845, 0.34658928952297463, 0.9600845205398404, 0.9582693470467205, 0.41709434882728535]","[4.310010894832406, 17.909493932818155, 39.221779343354015]",57.13,wearable,2024-11-07 08:32:14,20.71,52.91,0
15,295acdae-01a6-4162-a0ed-34c7a0e972fe,reading,64.35,9.85,3,4,"[0.44345484919822153, 0.7977110850091504, 0.4083319745300187, 0.6649019894429278, 0.27281447626603306]","[14.602101929696254, 93.80641395681313, 91.76472779044335]",53.81,smartboard,2024-02-26 08:57:11,23.13,54.25,0
87,411cdb03-8866-441c-93b5-a151ef72fa93,reading,62.76,4.68,5,5,"[0.38233281228144067, 0.672080789757352, 0.4203619961235765, 0.23365610347931273, 0.6368203678721893]","[81.43839206690815, 38.21234944599732, 13.22687150984817]",15.82,wearable,2024-06-26 22:44:35,21.19,39.0,0
32,de735d8e-08b7-4320-89e4-d2bfb25f1a54,speaking,85.71,6.81,3,4,"[0.7264718754103352, 0.4262517860783619, 0.8415978866919804, 0.2836788950401843, 0.5221366727663386]","[80.09387215414303, 18.015864773261924, 10.986311374078294]",53.6,smartboard,2024-10-25 16:43:03,21.71,50.52,1
58,6948b459-110e-4e23-b2f3-83a4bf654f79,reading,61.01,7.52,5,4,"[0.3844911803922735, 0.15016676822869757, 0.6488314853933054, 0.31672343446585594, 0.448126517846692]","[8.058081228651359, 14.716325109494532, 29.797723549584376]",9.94,wearable,2024-06-21 19:52:29,24.55,30.18,0
77,83d0a54c-69f7-4757-bb28-06672aad14f7,speaking,79.35,2.99,0,5,"[0.3769111805301537, 0.9334536038364389, 0.24552509794658817, 0.9692490877464993, 0.2852149392904796]","[74.15661084668295, 54.66772648973117, 88.44787275967592]",35.47,smartboard,2024-05-03 17:34:57,22.67,35.86,0
79,eebc77a4-72e9-416c-ac08-e7e86adfa3e1,speaking,66.65,9.33,0,2,"[0.3950543789650307, 0.43487402946660636, 0.7838412925855496, 0.4049411341805267, 0.9568562019751025]","[73.79277689988002, 59.742924257342, 88.08951605447525]",7.73,tablet,2024-04-20 02:58:27,21.29,43.95,0
96,156e7f5d-5d64-4238-8bd7-c9ae1ae026c8,speaking,69.08,7.95,5,1,"[0.9272872279483526, 0.4813931079378311, 0.4079193401007055, 0.9653956589238096, 0.5003671895447868]","[48.90484004492832, 35.164987234190534, 90.95484730121383]",36.29,wearable,2024-07-06 09:55:22,23.81,54.35,0
65,f73babf6-b441-44ca-b429-2d859c91826e,reading,73.67,5.47,3,2,"[0.8636245969656382, 0.42692981650822925, 0.8145416201066662, 0.9468930903169934, 0.6608893357612062]","[74.16272874518889, 80.50973120411349, 84.50396488966425]",26.73,tablet,2024-02-15 03:57:28,20.26,42.06,0
8,74851894-9389-46a3-a30d-73cb532b0328,speaking,86.95,5.6,5,4,"[0.7740668357743586, 0.42128418652179755, 0.6712697269936266, 0.2677778243685771, 0.7744324929804612]","[54.56959688130259, 20.40643885466006, 29.191117349780725]",46.17,wearable,2024-01-12 05:57:30,22.41,36.48,1
58,857557d0-9e00-46ef-bf40-650979383207,speaking,98.69,7.72,0,3,"[0.9614213492858166, 0.4843945408243089, 0.5275903066225485, 0.9081596945665172, 0.5725444062208462]","[70.72789119056672, 25.217287749552998, 44.67264687026405]",11.79,tablet,2024-02-05 09:54:10,21.03,30.03,1
67,6c13758a-13aa-4ec9-ae2d-0f9918d04a6b,listening,61.57,9.82,2,1,"[0.31811832562308606, 0.6969796385536018, 0.8551897289196504, 0.5955944133129079, 0.23783005007556057]","[72.81164373361663, 60.025141009958304, 73.12505893473751]",47.34,smartboard,2024-06-07 00:36:55,24.88,47.21,0
55,559ab38d-28bb-4d64-9a8a-dfe0ebb7adf9,reading,73.67,7.19,3,1,"[0.16159663831836352, 0.9076575864894276, 0.2074429102043771, 0.39505855409723645, 0.8341708425635088]","[59.731237833071184, 39.363552027744205, 47.34356593750214]",52.0,tablet,2024-04-25 06:27:21,21.7,56.09,0
79,a3ce2573-f9d9-48cc-a4b4-b9bfb43f1f04,listening,63.53,8.21,1,5,"[0.8627928697492627, 0.2636358875536049, 0.4873118791349804, 0.24894979719729007, 0.735943716094796]","[53.534776806165674, 63.5323346708321, 19.648696695621116]",16.65,smartboard,2024-10-20 15:34:20,20.21,39.66,0
74,2ea94a6f-906b-42d7-ad27-d9003e5ef290,listening,82.39,8.86,2,4,"[0.7002347027128126, 0.49185669105977625, 0.957808102954724, 0.7473206805182486, 0.937148682576295]","[52.75879732721657, 25.89042747931396, 5.282668636472199]",44.93,tablet,2024-06-21 22:36:39,20.61,39.08,0
32,13316422-8dcd-4fda-b092-b663ee9624b6,speaking,81.3,6.52,2,4,"[0.6405248772884224, 0.2496297973147306, 0.4417636643394839, 0.6554748044052701, 0.9728369781704063]","[72.76311376996887, 92.26037570939579, 76.2212058314177]",37.54,wearable,2024-01-03 12:53:05,20.96,50.0,0
36,dc240f1f-462c-4f2c-8759-905a8eb83962,speaking,84.94,6.82,3,5,"[0.5408072811894167, 0.5757909435903481, 0.40099827440629365, 0.5673814233780728, 0.2778003151106304]","[80.51743973603767, 18.577695469870783, 8.496628988946641]",28.99,wearable,2024-06-13 18:00:09,23.29,43.13,0
77,e2d306fa-57f6-42f6-91f8-6d792784e12c,listening,71.07,6.47,1,4,"[0.41230210187097993, 0.9395809211139697, 0.9303806256432149, 0.5521346379748859, 0.39509559461643273]","[73.71324139566391, 3.671294348306664, 47.47690060436513]",23.5,smartboard,2024-05-05 17:49:47,24.6,30.36,0
64,d82bd35a-5dde-4cf9-99bd-80bbf19b3da4,speaking,82.11,7.93,5,2,"[0.5365161887716371, 0.17686272714644952, 0.975215251025112, 0.5662093882384881, 0.6527676198871102]","[23.660978270750732, 48.34980851068038, 42.914949195832186]",9.12,tablet,2024-04-29 06:50:42,20.53,55.12,0
66,27ee7086-c39b-4df0-9861-5332a855e0c2,speaking,69.59,3.56,5,1,"[0.5544203061251254, 0.7918724182262616, 0.15575186672108915, 0.6191271276744302, 0.207289398556516]","[3.6461050825618457, 5.274395216221739, 83.41641082084413]",11.49,wearable,2024-06-13 08:56:13,20.23,43.14,0
2,12847e06-ea40-4f6b-b7d2-11f01a685fa5,listening,93.76,4.1,1,5,"[0.4795413557733248, 0.1359302793073761, 0.5041706627213883, 0.6198517725734203, 0.6138163483769303]","[33.242669217436514, 31.55331806631355, 10.662361893659789]",25.17,wearable,2024-08-23 15:23:46,20.5,53.0,1
7,b3fc3a58-f798-4788-881c-32d734e59c9e,listening,98.65,9.76,2,2,"[0.8785639894378544, 0.6407129344056572, 0.7307791275194919, 0.35668522241237266, 0.6676933781553586]","[45.56495494398774, 48.20173397769325, 75.7776560375158]",20.51,wearable,2024-05-20 02:26:00,21.59,57.74,1
57,3a1b4140-b5d9-4eb5-8e1e-7c4c62b2edbc,speaking,62.25,5.89,2,5,"[0.9215207203670756, 0.6493267070363413, 0.5917663667909189, 0.3247697613064197, 0.4089479401580035]","[85.20484158046929, 55.921813176845816, 51.47421937567799]",10.48,tablet,2024-02-19 00:11:02,20.08,58.91,0
7,ff4e2c81-bd31-4b9f-aed2-57f9f906a383,listening,75.08,6.83,3,4,"[0.1717435658685565, 0.7148028571507419, 0.9393100378353648, 0.6180987276976777, 0.21350379013786952]","[58.172152747347674, 76.63472131046524, 40.64165365740187]",53.39,wearable,2024-06-05 21:46:18,23.24,56.98,0
84,3571a3af-d669-47f9-9498-aaafd829aba6,listening,84.94,3.05,4,4,"[0.3787225399946702, 0.2816154534272112, 0.917943847945176, 0.7843600605587344, 0.7087585320190054]","[30.096631963162167, 18.40447720502135, 75.64510879889119]",31.08,wearable,2024-05-08 02:12:50,21.13,48.5,0
48,f24d893d-f530-4051-baf6-48a90d22fb45,writing,61.61,4.61,3,5,"[0.5217012951320212, 0.23316250069846528, 0.9861890298317556, 0.28818762813065285, 0.217317817038939]","[20.35348738868964, 76.90611331597242, 42.55056592718428]",36.1,wearable,2024-09-28 16:22:38,20.11,31.03,0
32,7f7c6091-932e-4db3-8444-26a223fd214d,listening,77.83,8.53,0,4,"[0.8967149908368087, 0.1780359108360762, 0.5845267918909205, 0.9219067176513435, 0.44917547895809773]","[82.95658314283686, 13.36956543994362, 93.53944896677987]",46.33,smartboard,2024-06-03 10:03:37,24.71,50.3,0
13,0d4558cf-f15e-4e59-8696-3785fcf65821,reading,74.54,9.51,5,2,"[0.3480100986782606, 0.3989552698555593, 0.7307275762015663, 0.7887846695728477, 0.9364631354642384]","[20.48024090562095, 79.7998035219224, 73.85460533969635]",8.51,tablet,2024-03-17 10:40:09,21.94,38.48,0
51,ad9bd75b-6340-4441-994d-fad77fd6d4b1,listening,72.18,9.86,3,1,"[0.6784996721319351, 0.7459085420141496, 0.9789558735835082, 0.4394816042118749, 0.8216561516075254]","[43.45309633044954, 86.95336718149798, 18.06575413113032]",57.12,wearable,2024-07-04 11:27:36,21.09,39.79,0
84,b35ced2d-a233-411c-b405-f05e80d7e72d,writing,90.25,5.15,1,1,"[0.647390239089802, 0.5001161509624856, 0.7681329433808036, 0.3054981271317498, 0.1526121885131893]","[29.992939747306625, 47.43086648684303, 16.80200521926786]",24.51,wearable,2024-09-30 10:18:31,22.0,31.72,1
46,7581a805-077d-4974-91d6-40abe1c1ced5,speaking,83.33,9.07,4,5,"[0.2365686216577472, 0.6380272120613626, 0.6982652844197617, 0.47740121237735955, 0.730987828627843]","[41.0731543491012, 50.46372879774349, 0.735304455442698]",43.04,tablet,2024-09-15 08:09:51,23.31,31.15,0
100,7cfb8cb7-3607-4769-ab2f-9786e1a83cb3,listening,74.73,9.83,0,4,"[0.4786629063117551, 0.5517508646186575, 0.9189371423437467, 0.7455356882791807, 0.6238631180118012]","[79.78046813410725, 86.43662664559733, 45.68880717372669]",31.13,smartboard,2024-08-02 00:37:34,21.93,59.0,0
79,3c859533-eb7d-441a-9862-64992c8b1cf4,speaking,87.89,2.67,3,5,"[0.8766636609817166, 0.5325039467526412, 0.16187851578023874, 0.5947455296469799, 0.4754478510781319]","[87.7749404862625, 20.399460360938736, 82.6464609492183]",35.67,smartboard,2024-11-17 01:51:52,20.27,59.16,1
78,76b5af14-395d-41bd-9ef8-fac5e81f4caf,reading,80.5,4.33,3,3,"[0.5224661577903323, 0.8720720051657401, 0.3744128119465572, 0.2734087568380303, 0.2161641222377933]","[29.785939839021125, 78.00480870400435, 47.16263651952617]",17.51,wearable,2024-02-03 17:57:58,20.83,39.98,0
46,b807efca-e59d-4a24-b0c0-08c16997794b,reading,97.6,4.74,1,3,"[0.9893116683591718, 0.5367074101888206, 0.2612475264611358, 0.9020260826141584, 0.5143198358213442]","[70.96713435045244, 98.37115832091517, 5.0175350319974]",10.32,smartboard,2024-05-23 06:04:46,23.6,38.45,1
38,783643a5-2da3-4d60-8442-c1604e1a856a,speaking,67.37,2.31,4,1,"[0.11966204078758164, 0.7970370428078117, 0.220990084632595, 0.5209485543740359, 0.6453071336615347]","[42.835180056884624, 2.7106652336233106, 78.35015025879089]",5.58,tablet,2024-01-11 08:18:17,23.81,56.8,0
66,2bf6dab9-b708-4ee2-88ce-8aa1339610ae,listening,77.31,6.28,5,2,"[0.5292850533558884, 0.4502877567610949, 0.8986820818333242, 0.9045401596029914, 0.40223472817738104]","[61.5069754014698, 92.69075621458641, 96.20584989413516]",32.99,tablet,2024-01-22 22:51:13,22.26,38.36,0
85,ab526b0a-0f51-43fd-9bbc-c589857ed04c,writing,98.35,3.14,1,5,"[0.6218466184429525, 0.354295240766775, 0.35110746131301696, 0.46447172863856967, 0.9989136422340891]","[5.4966306839822066, 57.85418182035315, 8.257215803527718]",13.5,wearable,2024-05-23 13:37:58,22.2,45.31,1
94,28103194-3561-44b7-824d-e2014cc4a2af,listening,70.35,4.53,1,4,"[0.17827031823033976, 0.37289780545982554, 0.9699025954424897, 0.9502366435052335, 0.40139046112328647]","[57.08539362787616, 90.95953911109443, 0.6183822640896675]",49.59,wearable,2024-02-03 02:18:04,24.74,32.74,0
95,00e8c02b-a12f-4264-90d7-dac31d71d655,listening,66.46,9.69,3,3,"[0.5837861292763117, 0.11277697102455134, 0.33186879888717624, 0.5049493068419737, 0.7236180199222909]","[73.31603781367996, 99.54215129254561, 28.7511199383759]",34.6,smartboard,2024-07-29 09:22:45,22.67,42.17,0
88,f5c94d21-2ecf-4fb8-b515-599bb6664e01,reading,66.77,9.82,5,2,"[0.8679854679999275, 0.5484997254648135, 0.6429208804156268, 0.3045349482036961, 0.5894083633525722]","[69.49701331214759, 51.51670283865888, 99.02851705849413]",38.62,wearable,2024-04-05 21:07:39,21.85,53.16,0
9,54a6b09d-3272-4d91-8e1b-ab23867352de,speaking,66.82,5.08,2,3,"[0.4122630553398273, 0.48862638559699956, 0.8036018433358537, 0.5357557289470667, 0.8146130052393664]","[57.64889031398659, 34.206943465755536, 80.99787436834724]",18.11,wearable,2024-08-07 20:49:35,21.12,45.14,0
4,3bb21b4c-cfe6-4feb-be9c-fbc4523f6674,speaking,70.43,2.07,0,2,"[0.6834677745689214, 0.5599844393251582, 0.5009660330438451, 0.9702716631564838, 0.6140792655666223]","[86.34315777893845, 13.945023620516018, 56.92064631294277]",52.74,smartboard,2024-10-28 02:08:43,22.92,51.54,0
14,664fe11c-13a0-4f11-b8c8-019c86530588,reading,74.88,2.74,4,1,"[0.5121102656143643, 0.45503145175497184, 0.8803541641410526, 0.319595772117225, 0.9700608047815973]","[95.81381198044961, 24.76316430714387, 34.80519554773205]",54.26,wearable,2024-07-25 14:57:04,24.83,43.3,0
29,d0009568-5a70-42fc-8280-b08589a51068,listening,72.84,6.21,1,1,"[0.7189922857291613, 0.3461270638374818, 0.7628258571571656, 0.14649162140317695, 0.1443650434879748]","[38.628770514554525, 35.34731920607206, 31.56332153671523]",32.01,smartboard,2024-04-21 16:47:59,21.6,35.77,0
20,0235db43-0aa7-464d-8791-001b359785fb,writing,72.38,9.8,2,5,"[0.47000207529536375, 0.5002414991725022, 0.618890490956026, 0.985006691572804, 0.3174411487921867]","[68.12821105324338, 71.59846935417241, 60.73244167930659]",9.87,tablet,2024-01-31 22:44:55,23.38,31.92,0
50,8443d8ac-96ef-48b4-bfe8-af47fafe24e3,reading,83.85,7.92,4,4,"[0.2898729015579554, 0.8574598067884966, 0.12731842497970383, 0.8594315772924754, 0.5142961455784886]","[21.75879399316445, 13.3778144993968, 95.33071675823726]",9.0,wearable,2024-02-14 05:01:23,21.0,40.43,0
34,2d265e1b-82b4-4aef-86ff-9df5684647f7,listening,84.81,6.36,2,4,"[0.2130791431710826, 0.3607551853643932, 0.3148765939774217, 0.29218856904130724, 0.4700299028319883]","[70.40314525916568, 21.745293221723593, 36.66788797029814]",26.5,wearable,2024-05-18 19:49:30,24.88,58.64,0
88,d1520f71-c8a3-402d-8bf7-0ff24d35f6da,reading,92.01,3.93,4,1,"[0.16123358268250274, 0.38521372394856235, 0.34011509449044774, 0.5553332201317545, 0.7999551190610138]","[85.8322938878858, 84.48640854105085, 35.967556122306775]",42.8,wearable,2024-02-16 11:15:34,21.56,31.83,1
62,ea224566-b126-4a7d-aa73-2640edc38d7e,speaking,88.06,2.08,4,3,"[0.4682643287126397, 0.3964413423718681, 0.7240397846669672, 0.789620925484341, 0.37368517237415544]","[81.16270144448535, 29.391676050493377, 44.63263599865612]",44.99,smartboard,2024-04-19 03:23:41,23.46,59.62,1
7,84d54e73-a4b6-4ee7-8103-567cb8070907,listening,69.01,7.3,5,3,"[0.6487137174481996, 0.9235886090410269, 0.24072592748038757, 0.7766183472282396, 0.6114417546418915]","[27.46658697879054, 47.44349141471741, 33.37765970697978]",36.86,tablet,2024-12-02 00:17:24,24.45,47.08,0
15,14fe2368-6aba-4657-b230-969b8dcbc437,writing,85.27,6.15,0,3,"[0.14604895580092833, 0.30957270118848484, 0.5428015564888745, 0.3792117553702343, 0.2635872379850748]","[50.41328419184383, 32.28097934478503, 25.810764317341473]",30.52,wearable,2024-08-17 01:50:54,20.67,57.83,1
10,a49550ed-dfa4-42c1-98c4-db8709a1e5fe,writing,94.71,7.66,2,2,"[0.19559244482961058, 0.7982895290227238, 0.8271615952981171, 0.790988155942904, 0.20256929840731705]","[64.39079570677647, 83.43247957493986, 57.73534012196677]",40.55,tablet,2024-03-30 20:22:23,22.29,45.86,1
89,da729e02-0b65-4c9a-8932-1a1891bf3296,reading,61.38,7.11,2,5,"[0.17330249160204328, 0.4915131349062011, 0.3633895879006671, 0.5908851551905417, 0.22007470197088638]","[69.16434019733182, 79.50115369284704, 16.33544497431565]",10.74,wearable,2024-01-26 02:35:42,20.73,56.31,0
80,ec522bcb-1297-4696-be11-517bddc6ecae,speaking,81.13,5.74,1,1,"[0.19604063719211884, 0.6846004060812656, 0.8811996327055809, 0.8453672823911077, 0.6634492380827212]","[7.527871665167362, 11.239702717601297, 4.930898710982468]",19.16,tablet,2024-06-12 12:35:11,20.68,37.8,0
56,63c875be-6dde-4921-a731-c6ffa81955e2,writing,75.4,9.54,2,2,"[0.6493384538035228, 0.8514764071146661, 0.739316350641099, 0.20125281747396856, 0.7623283657365539]","[27.509888155912442, 63.91078469947063, 34.09619736429885]",59.87,wearable,2024-09-19 08:35:21,21.32,38.37,0
65,9efb4cd0-611c-4eee-b822-9180e6589f3e,reading,97.23,2.2,0,2,"[0.7270200890858772, 0.7527937516622903, 0.8527407196693594, 0.9769953795746278, 0.9780417272409871]","[6.527675756646389, 82.18393227529025, 64.63099336573814]",40.6,smartboard,2024-08-08 03:27:37,20.64,49.51,1
25,32460c9c-d812-43da-a9c8-b4140eadae0b,listening,99.3,9.29,5,1,"[0.49521759472436544, 0.1359531759574849, 0.4260641410001844, 0.8437512804404996, 0.7313491913186494]","[45.93436555939564, 5.510153515883109, 42.68947278233026]",30.8,wearable,2024-06-02 10:37:25,24.64,49.23,1
80,fbd4360e-138b-40a2-8c4a-db10dc0d252c,reading,72.47,6.2,2,1,"[0.15944977703994406, 0.9753114120847631, 0.4240539117376534, 0.5300806194218223, 0.4197555768132304]","[68.25117301162001, 66.2232158329593, 71.53223105291356]",19.75,tablet,2024-01-02 14:42:17,21.58,33.76,0
29,1e3ac660-6e7b-4234-a0ce-146aa057c7d6,reading,86.22,2.32,5,5,"[0.6379141019711132, 0.8827262963664705, 0.9017489334606702, 0.5041339843329655, 0.5133733193917664]","[7.696918300801736, 67.07650254430358, 82.12594203728455]",18.46,smartboard,2024-05-10 11:26:32,22.11,55.17,1
44,82ac9d60-7142-4747-87c1-6af8cfded92a,reading,95.08,3.95,4,5,"[0.5955135710872278, 0.27324383557224435, 0.1916908877256009, 0.9200084512527618, 0.8384567538088983]","[76.00349018031739, 4.876631881314042, 84.37287927102575]",29.09,smartboard,2024-10-07 05:40:35,21.71,46.39,1
92,c31277d8-1998-40b0-91e9-cee0f3340f58,writing,63.65,8.05,3,4,"[0.6241915691994663, 0.2679310871858508, 0.26940897979214107, 0.2658237864154068, 0.1513021487967406]","[58.77984493716848, 84.0348177588508, 1.74982139873886]",7.7,tablet,2024-01-02 11:05:02,22.86,54.58,0
20,3e0d8091-9fb2-44ad-92db-1943f33c14a9,reading,73.07,4.8,2,4,"[0.6367118477470983, 0.3467916002117323, 0.12394752946991572, 0.7617056662914364, 0.6630849216473078]","[58.07559990556591, 74.16841289918231, 67.52308375620375]",16.32,tablet,2024-10-22 17:43:44,21.76,33.78,0
90,e7ea2c30-5c94-4611-811b-3d8118fd4416,reading,65.19,7.41,2,2,"[0.8727400962842484, 0.9664593254750251, 0.6655124057945, 0.2656911910248613, 0.19508531090403763]","[81.28509715367578, 57.875647635999925, 61.82850210137198]",47.98,wearable,2024-09-22 21:38:40,23.52,55.03,0
20,8557ada2-7abd-4e8f-aa21-148942e8d3dc,speaking,62.25,7.98,4,5,"[0.8657674815898859, 0.3575215382124829, 0.6764025465939275, 0.38274585745327494, 0.9621739598342086]","[3.3423572435503757, 57.97928438329551, 16.65035470495151]",44.17,wearable,2024-11-20 03:16:56,20.88,37.06,0
73,97d30206-7e91-4f44-b008-9f0bed41bf23,writing,79.77,9.32,0,5,"[0.29054293493317374, 0.22981601900629317, 0.7830791486686276, 0.5505575791005379, 0.9206066011435943]","[14.661455715984228, 64.59278930230393, 23.287914615181503]",13.62,tablet,2024-03-29 14:45:28,23.42,47.81,0
51,da245dc4-16cf-416d-89f8-f8ca4cfe0918,listening,90.19,4.48,3,5,"[0.5031744907439709, 0.46492450869737667, 0.9856805175698627, 0.36302406106544916, 0.36533551451209023]","[35.45482088286074, 56.45940812903215, 25.232274426374524]",55.34,wearable,2024-01-29 08:13:28,21.33,56.87,1
100,614dd0c7-2fdc-4e3c-abae-04a770844c67,listening,64.14,7.25,5,5,"[0.9162869665944193, 0.2518744945584066, 0.9714942640893295, 0.5075950243739605, 0.951143597596922]","[67.6820043630047, 30.158686987355154, 18.83025249171064]",21.71,wearable,2024-05-31 07:39:21,20.47,34.32,0
37,18815466-abe8-42c0-89c7-ff2462b7b856,writing,64.19,5.38,5,5,"[0.8160205386318278, 0.22724519879470617, 0.2172883898551023, 0.6790860545655977, 0.27746468377125966]","[9.76100381089916, 16.684857820557763, 92.37313958767761]",50.18,smartboard,2024-10-07 17:56:13,21.77,49.67,0
56,61f0953e-efc2-4928-8c4f-150b44c28b16,listening,81.49,7.42,1,1,"[0.7144040372164834, 0.6658606135539936, 0.33949123168357775, 0.13510577868653634, 0.5100101037910979]","[89.09738846907038, 56.94972585185759, 83.23910417019079]",59.54,smartboard,2024-11-07 03:45:23,20.82,50.75,0
84,d5fde12c-8a6a-4c14-92fc-f764c4857595,speaking,86.97,9.84,4,4,"[0.9870406605575203, 0.7180107505517165, 0.31925331278397484, 0.8187002543175391, 0.19632622078993428]","[78.06993041716287, 91.01961241446965, 38.28333947684352]",39.68,tablet,2024-08-21 16:50:08,22.15,43.13,1
94,6ba8000a-593c-49df-9e8a-6c300d846c01,reading,72.41,8.1,5,3,"[0.9425589077498546, 0.946675773311015, 0.25730315638744045, 0.8872692846909094, 0.7636882972844099]","[25.283740069028926, 6.728461292151455, 26.799726688437797]",55.17,smartboard,2024-03-25 01:40:42,23.17,51.63,0
26,8f37f608-4328-40d7-9ff9-cd8377634a36,reading,70.29,7.76,2,3,"[0.12530935565013138, 0.43778921119571246, 0.664078013688098, 0.2314869089871882, 0.8407032170022413]","[23.503129881191864, 65.22811128184462, 40.51971425753297]",37.78,tablet,2024-06-13 20:08:29,20.54,30.51,0
